    26.000    35.000         *         *         *    45.000         *    28.541     3.440     4.033     0.747
         *    16.000         *    43.000         *         *         *    23.767     3.992     4.476     0.828
         *    26.000         *    42.000         *    48.000         *    27.301     3.752     4.286     0.770
         *    32.000         *    46.000    51.000         *         *    31.819     3.674     4.433     0.798
         *         *    57.000         *    55.000    46.000         *    38.261     4.014     3.783     0.779
         *    17.000         *    44.000         *         *    46.000    23.726     3.818     4.232     0.737
         *         *    46.000    45.000         *    71.000         *    37.504     3.896     4.817     0.786
         *         *    36.000         *    48.000         *    53.000    30.101     4.091     4.136     0.752
         *    18.000    43.000         *         *         *         *    26.363     3.901     4.421     0.846
         *    42.000         *         *    50.000         *         *    35.450     4.091     4.203     0.803
         *    55.000         *    62.000         *         *         *    46.340     3.992     4.519     0.828
         *    52.000         *    56.000         *         *         *    43.024     3.992     4.397     0.828
         *    29.000         *    41.000         *         *         *    28.391     3.992     4.272     0.828
         *    38.000         *    43.000    46.000         *         *    31.997     3.674     4.110     0.798
         *    23.000    44.000         *         *         *         *    28.714     3.901     4.414     0.846
    16.000         *    39.000         *         *         *         *    25.648     3.825     4.539     0.837
         *    45.000         *         *    65.000         *         *    41.517     4.091     4.682     0.803
         *    46.000         *         *    61.000         *    70.000    40.992     3.926     4.615     0.732
         *    42.000         *         *         *    50.000         *    34.330     4.191     3.986     0.772
         *    30.000         *         *    45.000         *    46.000    27.527     3.926     3.893     0.732
    28.000    42.000         *         *    46.000         *         *    32.222     3.384     4.212     0.783
         *    36.000         *    40.000         *    49.000         *    30.421     3.752     4.055     0.770
    20.000         *         *         *    51.000         *         *    28.102     3.969     4.693     0.785
         *    42.000    47.000         *         *         *         *    37.350     3.901     4.375     0.846
         *    37.000         *    47.000         *         *         *    33.753     3.992     4.336     0.828
         *    47.000         *         *    41.000         *         *    34.709     4.091     3.794     0.803
         *    27.000         *         *         *         *         *    27.244     4.857     4.271     0.854
         *    43.000         *         *         *    62.000         *    38.228     4.191     4.477     0.772
    29.000         *         *    33.000         *         *         *    27.290     3.891     3.983     0.814
         *    41.000         *         *    42.000         *         *    32.470     4.091     3.937     0.803
         *    35.000         *    40.000         *         *         *    30.499     3.992     4.176     0.828
    39.000         *    44.000         *         *    48.000    58.000    34.915     3.444     3.816     0.688
         *         *    42.000         *    59.000         *         *    36.516     4.236     4.540     0.813
    47.000         *    49.000         *         *         *         *    41.884     3.825     4.264     0.837
         *    13.000    38.000         *         *    44.000         *    22.461     3.644     4.351     0.771
    30.000         *         *    41.000    48.000         *         *    30.642     3.548     4.241     0.776
         *    42.000         *    51.000         *         *         *    37.192     3.992     4.383     0.828
         *    52.000         *         *    65.000         *         *    44.501     4.091     4.557     0.803
         *    48.000    66.000         *         *         *         *    46.786     3.901     4.639     0.846
    22.000         *    38.000         *    50.000         *         *    28.690     3.464     4.598     0.784
         *         *    29.000         *    51.000    67.000         *    31.638     4.014     4.913     0.779
    34.000         *         *    47.000    44.000         *         *    32.660     3.548     4.074     0.776
         *    51.000         *    53.000         *    62.000         *    41.353     3.752     4.281     0.770
         *    59.000         *    64.000         *         *         *    48.673     3.992     4.525     0.828
         *    44.000    65.000         *         *         *         *    44.831     3.901     4.642     0.846
    39.000         *    43.000         *         *         *    49.000    34.335     3.583     3.578     0.715
         *    32.000    41.000         *         *         *         *    31.162     3.901     4.328     0.846
         *    35.000         *    46.000         *         *         *    32.587     3.992     4.333     0.828
    35.000         *         *    44.000         *         *         *    33.653     3.891     4.206     0.814
    44.000         *         *         *    51.000         *         *    38.536     3.969     4.033     0.785
         *    36.000         *         *    46.000         *         *    31.615     4.091     4.169     0.803
         *    44.000         *    54.000         *         *    58.000    37.932     3.818     4.074     0.737
         *    26.000         *    54.000         *    58.000         *    32.236     3.752     4.770     0.770
         *    42.000         *    60.000         *         *         *    40.324     3.992     4.618     0.828
    34.000         *         *         *    50.000         *         *    33.864     3.969     4.268     0.785
    39.000         *    51.000         *    49.000         *         *    37.651     3.464     4.123     0.784
    41.000         *    51.000         *    64.000         *    65.000    41.096     3.383     4.444     0.704
         *         *    41.000         *    42.000         *         *    30.664     4.236     4.050     0.813
         *         *    42.000         *    50.000         *    51.000    32.448     4.091     3.941     0.752
         *         *    48.000         *    48.000         *    62.000    35.656     4.091     4.236     0.752
         *    41.000         *         *    50.000         *         *    35.024     4.091     4.221     0.803
         *    43.000         *    47.000         *    75.000         *    39.325     3.752     4.962     0.770
         *    42.000         *         *    41.000         *         *    32.577     4.091     3.884     0.803
         *         *    43.000         *    50.000         *         *    34.041     4.236     4.269     0.813
         *         *    42.000    63.000         *         *         *    39.690     4.116     4.620     0.833
         *    44.000    64.000         *         *         *         *    44.460     3.901     4.626     0.846
         *         *    61.000         *    72.000         *         *    48.426     4.236     4.783     0.813
         *    44.000         *         *    64.000         *    67.000    40.511     3.926     4.590     0.732
         *         *    62.000         *    76.000         *         *    50.115     4.236     4.893     0.813
    39.000         *    52.000         *         *         *         *    39.768     3.825     4.460     0.837
         *    44.000         *    54.000    62.000         *         *    40.155     3.674     4.594     0.798
         *    59.000         *    66.000         *         *    68.000    48.079     3.818     4.159     0.737
         *    45.000         *         *    51.000         *         *    37.048     4.091     4.185     0.803
    59.000         *    60.000         *    63.000         *         *    49.728     3.464     4.121     0.784
    55.000         *    59.000         *         *         *         *    48.831     3.825     4.360     0.837
         *         *    49.000    45.000         *    73.000         *    38.822     3.896     4.847     0.786
         *         *    45.000         *    45.000         *    53.000    32.554     4.091     3.910     0.752
    28.000         *    44.000    62.000         *         *    53.000    35.015     3.312     4.281     0.713
         *    43.000         *    44.000         *         *         *    35.165     3.992     4.187     0.828
         *    57.000         *         *         *         *    81.000    48.399     4.286     4.823     0.738
         *         *    52.000         *    47.000         *    61.000    36.686     4.091     4.098     0.752
         *    38.000         *         *    49.000         *         *    33.426     4.091     4.239     0.803
         *         *    43.000    47.000         *    56.000         *    34.442     3.896     4.314     0.786
    28.000    43.000         *         *         *         *         *    33.710     3.780     4.442     0.851
    26.000         *    42.000         *         *         *         *    30.801     3.825     4.445     0.837
         *         *    31.000         *    49.000    48.000         *    28.378     4.014     4.250     0.779
    43.000         *    44.000         *    57.000         *    58.000    38.147     3.383     3.987     0.704
         *    25.000         *         *    45.000         *         *    26.607     4.091     4.330     0.803
         *    54.000         *    64.000         *         *         *    46.627     3.992     4.583     0.828
         *    48.000    44.000         *         *         *         *    38.610     3.901     4.303     0.846
    32.000         *         *         *    54.000         *         *    34.294     3.969     4.485     0.785
         *    38.000         *    42.000         *         *         *    32.422     3.992     4.193     0.828
         *         *    42.000         *         *         *         *    34.054     4.954     4.315     0.846
         *    41.000         *    54.000         *         *         *    37.827     3.992     4.473     0.828
         *         *    56.000         *    58.000         *         *    41.904     4.236     4.409     0.813
    35.000         *    36.000         *    46.000         *    49.000    30.917     3.383     3.738     0.704
         *         *    62.000    67.000         *         *         *    48.911     4.116     4.694     0.833
         *         *    47.000         *    62.000         *    65.000    39.220     4.091     4.508     0.752
         *         *    62.000         *    72.000         *    80.000    49.193     4.091     4.877     0.752
         *    52.000         *    64.000         *         *         *    45.808     3.992     4.607     0.828
    39.000         *         *    64.000         *         *         *    42.337     3.891     4.766     0.814
         *    44.000         *    56.000         *    61.000         *    39.536     3.752     4.442     0.770
         *    45.000         *    50.000         *         *         *    38.071     3.992     4.321     0.828
         *         *    42.000         *         *         *         *    34.054     4.954     4.315     0.846
         *    44.000    45.000         *         *         *         *    37.398     3.901     4.336     0.846
    38.000         *         *         *    52.000         *    53.000    34.887     3.770     3.862     0.706
         *    48.000         *    58.000         *         *         *    42.083     3.992     4.496     0.828
    43.000         *    65.000         *         *         *         *    46.214     3.825     4.689     0.837
         *         *    51.000    67.000         *    76.000         *    46.008     3.896     4.985     0.786
         *    45.000         *         *    60.000    66.000         *    40.571     3.855     4.627     0.761
         *         *         *         *    67.000         *         *    43.530     5.279     4.695     0.815
    25.000         *    45.000         *    59.000         *    52.000    32.457     3.383     4.395     0.704
         *    57.000         *    70.000         *    71.000         *    49.502     3.752     4.607     0.770
         *         *         *         *    41.000         *         *    28.586     5.279     4.052     0.815
         *         *         *    47.000         *    50.000         *    32.734     4.527     4.123     0.793
         *    54.000         *    46.000         *         *         *    40.362     3.992     4.112     0.828
    40.000         *    50.000         *         *         *         *    39.428     3.825     4.399     0.837
    31.000         *    40.000         *         *    50.000    47.000    30.444     3.444     3.770     0.688
    20.000    34.000         *         *         *         *         *    27.086     3.780     4.413     0.851
         *         *    48.000    46.000         *    44.000         *    33.663     3.896     3.799     0.786
         *         *    54.000    53.000         *    69.000         *    41.914     3.896     4.648     0.786
    42.000         *    50.000         *         *         *         *    40.236     3.825     4.367     0.837
    25.000         *         *    50.000         *         *         *    31.578     3.891     4.625     0.814
    39.000         *    46.000         *         *         *    50.000    35.366     3.583     3.618     0.715
         *    40.000         *         *    44.000         *         *    32.682     4.091     4.026     0.803
    42.000         *         *         *    62.000         *    72.000    41.799     3.770     4.689     0.706
         *    34.000         *    42.000         *         *         *    30.786     3.992     4.240     0.828
         *    48.000         *    67.000         *         *    67.000    44.251     3.818     4.419     0.737
         *    45.000         *    49.000         *         *    68.000    38.381     3.818     4.508     0.737
         *    48.000         *    63.000         *    64.000         *    43.295     3.752     4.509     0.770
         *         *    51.000         *    46.000         *         *    36.022     4.236     4.094     0.813
    28.000         *    53.000         *         *         *         *    35.697     3.825     4.661     0.837
         *    51.000         *    53.000         *         *         *    41.571     3.992     4.330     0.828
         *         *    46.000         *    52.000         *         *    35.905     4.236     4.306     0.813
    36.000         *    51.000         *         *         *         *    38.184     3.825     4.486     0.837
    31.000         *         *    59.000         *         *         *    37.241     3.891     4.783     0.814
         *         *    50.000    51.000         *         *         *    38.588     4.116     4.390     0.833
         *    43.000         *    42.000         *         *         *    34.469     3.992     4.135     0.828
    34.000         *         *    44.000         *         *         *    33.235     3.891     4.229     0.814
         *    50.000         *    65.000         *         *         *    45.338     3.992     4.656     0.828
    46.000         *         *         *    68.000         *         *    44.929     3.969     4.668     0.785
         *    27.000         *    45.000    46.000         *         *    28.845     3.674     4.383     0.798
         *    36.000         *    46.000         *    45.000         *    31.282     3.752     3.939     0.770
         *         *    49.000         *    68.000         *         *    42.252     4.236     4.753     0.813
         *         *    56.000         *    62.000         *         *    43.185     4.236     4.526     0.813
         *    46.000         *         *    59.000         *         *    40.028     4.091     4.451     0.803
    48.000         *    57.000         *         *         *         *    45.260     3.825     4.428     0.837
    40.000         *    51.000         *         *         *         *    39.800     3.825     4.422     0.837
         *         *         *    63.000         *         *         *    44.130     5.100     4.618     0.833
         *    29.000         *    46.000         *         *         *    30.131     3.992     4.403     0.828
    35.000         *         *    55.000         *         *         *    37.510     3.891     4.563     0.814
         *    26.000         *    43.000    43.000         *         *    27.373     3.674     4.290     0.798
    24.000    50.000         *         *         *    48.000         *    32.969     3.440     4.070     0.747
         *    34.000         *         *    43.000         *         *    29.805     4.091     4.098     0.803
    26.000         *    22.000         *         *         *         *    23.370     3.825     3.994     0.837
    32.000         *         *         *    62.000         *         *    36.893     3.969     4.809     0.785
         *         *    64.000         *    64.000         *         *    47.087     4.236     4.527     0.813
    34.000         *    46.000         *         *         *         *    35.519     3.825     4.406     0.837
         *    44.000         *         *    50.000         *    52.000    34.925     3.926     3.772     0.732
         *         *    43.000         *    58.000         *         *    36.603     4.236     4.503     0.813
         *    39.000         *    48.000         *         *         *    34.920     3.992     4.339     0.828
    37.000         *    54.000         *         *         *         *    39.703     3.825     4.538     0.837
         *    54.000         *         *    47.000         *         *    39.608     4.091     3.882     0.803
    30.000         *         *         *    54.000         *    65.000    34.106     3.770     4.728     0.706
         *    58.000         *         *    71.000         *         *    48.974     4.091     4.662     0.803
         *    45.000         *    45.000    49.000         *    67.000    36.080     3.617     4.373     0.732
    27.000    39.000         *         *         *         *         *    31.773     3.780     4.406     0.851
         *    45.000         *         *         *         *         *    38.700     4.857     4.369     0.854
    41.000         *    57.000         *         *         *         *    42.433     3.825     4.541     0.837
    38.000         *         *    62.000    65.000         *    72.000    42.306     3.476     4.904     0.706
         *    57.000         *    69.000         *         *         *    49.595     3.992     4.679     0.828
         *    37.000         *         *    43.000         *         *    31.084     4.091     4.044     0.803
    46.000         *         *    52.000    69.000         *         *    43.427     3.548     4.586     0.776
         *    47.000    57.000         *         *    69.000         *    43.658     3.644     4.659     0.771
         *         *    56.000         *         *         *    65.000    41.604     4.460     4.280     0.755
         *    41.000         *    57.000         *    69.000         *    40.186     3.752     4.845     0.770
    47.000         *    44.000         *    62.000         *         *    41.176     3.464     4.359     0.784
         *    39.000         *    63.000         *    72.000         *    41.604     3.752     5.059     0.770
    51.000         *    56.000         *         *         *    76.000    46.706     3.583     4.554     0.715
    40.000         *    64.000         *         *         *         *    44.630     3.825     4.715     0.837
    52.000         *    68.000         *         *         *         *    50.963     3.825     4.611     0.837
         *         *         *         *    30.000         *         *    22.263     5.279     3.779     0.815
    53.000         *    52.000         *         *         *         *    45.422     3.825     4.234     0.837
    30.000         *         *    54.000         *    48.000         *    33.165     3.618     4.213     0.747
         *    56.000         *    64.000         *    63.000         *    46.152     3.752     4.271     0.770
         *         *    43.000    50.000         *         *         *    35.502     4.116     4.372     0.833
         *    44.000         *         *    57.000         *         *    38.537     4.091     4.416     0.803
         *    47.000         *         *    61.000         *    67.000    40.927     3.926     4.457     0.732
         *    21.000    42.000         *    43.000         *         *    26.812     3.573     4.330     0.803
         *    31.000         *         *    50.000         *         *    30.761     4.091     4.400     0.803
    41.000         *         *    47.000    53.000         *         *    37.022     3.548     4.140     0.776
         *    47.000         *    27.000         *         *    46.000    29.855     3.818     3.361     0.737
    37.000         *    42.000         *         *    47.000    44.000    32.188     3.444     3.317     0.688
    34.000         *    39.000         *         *         *         *    32.918     3.825     4.248     0.837
    19.000         *         *    57.000         *    51.000         *    30.514     3.618     4.759     0.747
         *         *    30.000    44.000         *         *    52.000    28.050     3.967     4.175     0.754
         *    44.000         *         *    51.000    51.000         *    35.408     3.855     3.975     0.761
    45.000         *         *    59.000    60.000         *         *    42.884     3.548     4.437     0.776
